marca_de_tiempo,informe_frotamiento_ojos_primera_mano,conteo_frotamiento_ojos_primera_mano,duraciones_frotamiento_ojos_primera_mano,|,informe_frotamiento_ojos_segunda_mano,conteo_frotamiento_ojos_segunda_mano,duraciones_frotamiento_ojos_segunda_mano,|,informe_parpadeo,conteo_parpadeo,|,informe_micro_sueño,conteo_micro_sueño,duraciones_micro_sueño,|,informe_inclinación,conteo_inclinación,duraciones_inclinación,|,informe_bostezo,conteo_bostezo,duraciones_bostezo2025-10-31 11:59:34,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 microsueño: 2.0 segundos'],|,False,Contando inclinaciones...,[],|,False,Contando bostezos... 172.0 segundos restantes.,[]
2025-10-31 11:59:45,False,0,[],|,False,0,[],|,False,0,|,True,2,"['1 microsueño: 2.0 segundos', '2 microsueño: 2.0 segundos']",|,False,Contando inclinaciones...,[],|,False,Contando bostezos... 161.0 segundos restantes.,[]
2025-10-31 11:59:50,False,0,[],|,False,0,[],|,False,0,|,False,0,[],|,True,1,['1 inclinación: 3.0 segundos'],|,False,Contando bostezos... 156.0 segundos restantes.,[]
